X0	X1	X2	Y_true	Y_pred	
4.77258	1.08837	7.61114	5.24828	5.43398
3.69848	1.85067	6.43747	7.14633	6.91112
4.48148	1.74662	3.00259	9.62315	9.82255
3.79293	1.49166	4.76179	5.95762	6.25228
1.51842	1.62488	7.46038	2.52794	2.63612
1.87487	1.96044	5.79926	3.9055	4.27246
4.04679	1.0598	3.17053	4.55055	5.41422
2.08777	1.92846	6.43224	4.22031	4.35944
2.91245	1.57347	8.1045	4.67154	3.97065
4.46966	1.74597	7.16201	8.04665	8.15542
3.60821	1.87121	5.45361	7.18807	6.97131
1.36512	1.25882	7.60289	1.7425	2.52772
2.58655	1.02138	8.94427	2.65923	2.5618
4.5241	1.67055	3.40144	8.67622	9.68855
3.08554	1.6295	3.98285	5.51014	5.46489
1.84775	1.88024	6.05996	3.65458	3.75805
1.7446	1.41229	6.78595	2.51905	2.61459
1.97303	1.66829	6.20191	3.41756	3.18693
4.56156	1.89263	9.83876	8.79764	7.72496
4.35387	1.6004	5.18133	7.32617	7.79736
2.34801	1.39625	7.35068	3.3392	2.81592
1.22593	1.96263	8.04041	2.48109	2.7496
2.83542	1.58903	5.2252	4.72959	4.87867
1.01039	1.9259	8.51132	1.99772	2.61331
2.39457	1.92974	7.5617	4.77914	4.59659
1.79322	1.78922	3.75197	3.65023	4.11534
3.34806	1.15445	3.45554	4.1008	4.80007
1.10147	1.17532	3.03902	1.40381	2.54683
1.93674	1.28119	3.84974	2.63132	2.79212
4.26105	1.53523	3.05818	7.56388	8.55666
3.18642	1.15891	5.1597	3.78959	3.86938
1.82615	1.87885	4.32636	3.809	4.36644
4.41912	1.17472	4.07062	5.42193	6.59845
1.84619	1.40314	5.80373	2.66966	2.69597
1.84829	1.04941	7.72041	1.95778	2.52929
1.39699	1.0367	7.94	1.46076	2.51816
3.72319	1.66019	3.06211	7.3562	7.13924
1.12534	1.36657	8.11001	1.56018	2.5244
2.6231	1.55921	4.1738	4.40918	4.73267
4.58156	1.35862	3.28112	6.8384	8.19972
4.88592	1.24706	8.8538	6.15437	5.90067
3.64905	1.40514	4.10941	5.45629	5.63205
3.04144	1.96712	7.96258	6.17424	5.39072
2.92185	1.23971	4.88384	3.7449	3.75087
1.88336	1.73597	6.07509	3.41172	3.28641
3.50043	1.93857	3.49164	8.15886	8.41761
3.65817	1.97206	5.56471	7.71481	7.69348
3.55423	1.92147	7.02667	7.09994	6.81778
1.50785	1.5785	4.86953	2.51598	2.78545
2.88684	1.49597	5.02645	4.52361	4.71478
1.33385	1.73007	7.27442	2.37583	2.65388
1.59286	1.43032	6.30015	2.33939	2.60733
4.00934	1.3159	9.68743	5.32526	4.63494
2.6414	1.87602	3.62602	5.79057	5.67177
3.0114	1.40344	9.43565	4.27387	3.11994
4.50056	1.06593	9.83051	4.82573	4.56996
4.95061	1.86469	5.05607	9.93145	9.9476
2.42523	1.96886	3.76695	5.60087	5.55656
4.56152	1.65002	3.26741	8.72017	9.70709
3.15718	1.18684	4.38658	3.89225	4.227
2.40626	1.50247	8.67372	3.67083	2.84589
1.56456	1.20834	4.66298	1.95739	2.57355
4.1643	1.22772	8.00893	5.17375	5.04138
4.13108	1.91418	8.03622	8.14198	7.34262
2.34293	1.98731	5.73929	4.96318	5.13448
4.54565	1.1358	7.39198	5.225	5.32739
2.55628	1.12282	8.5304	2.89543	2.5995
1.57448	1.3031	8.07986	2.07892	2.53723
3.34011	1.49772	8.40089	5.08399	4.46795
4.34808	1.13688	3.70735	5.19346	6.34797
3.65683	1.22357	4.15202	4.68233	5.19036
2.79758	1.46417	7.12226	4.18554	3.62328
4.45535	1.70211	4.26316	8.27138	9.49163
4.70684	1.31934	7.33752	6.31282	6.62852
1.02888	1.03842	5.75911	1.08622	2.5183
4.44964	1.35001	3.72236	6.44593	7.1175
3.07326	1.87177	5.39515	6.13338	6.01275
4.72479	1.06538	7.3102	5.08802	5.38263
3.90837	1.16528	4.4413	4.71971	5.2645
2.47388	1.22975	5.63881	3.11729	2.88267
2.99883	1.01863	4.03971	3.1567	3.33879
3.09791	1.39212	5.13601	4.48038	4.68673
2.36255	1.55345	3.0841	4.24842	4.57605
3.42783	1.80679	6.88978	6.41799	5.90279
1.61797	1.2573	8.14055	2.05898	2.53415
2.51559	1.62504	7.71437	4.18177	3.5029
4.57855	1.7827	9.8704	8.29864	6.99613
