X0	X1	X2	Y_true	Y_pred	
4.33628	3.0443	4.57547	60.4005	68.139
1.00631	1.04064	3.30067	3.45649	14.3307
1.0712	1.73994	2.06159	3.84244	14.3307
4.30679	1.50783	3.76943	24.4783	41.7429
4.25724	3.0135	4.29139	55.0551	46.9512
2.58424	4.5449	2.24644	26.3847	14.3307
2.13434	3.29576	1.7885	12.5808	14.3307
4.50986	3.57854	1.94322	31.3611	14.3307
2.09199	4.05065	3.17233	26.882	14.3307
2.02089	3.20472	1.35559	8.77931	14.3307
1.70466	3.62995	4.12283	25.5114	15.3584
1.47939	3.73765	4.13008	22.8371	14.3492
2.24293	1.32299	4.09484	12.151	20.4613
2.5511	1.25744	4.03541	12.945	30.1631
3.93202	3.78397	3.93595	58.5617	68.1316
2.6498	2.04699	2.65754	14.4148	14.3307
4.58709	4.5733	3.43223	72.0018	68.1327
4.37795	2.98966	4.46862	58.4879	68.139
4.21589	1.13301	4.35306	20.7931	42.1
4.8976	4.96959	3.56633	86.8011	68.1343
3.97344	4.22308	1.29281	21.6935	14.3307
1.51833	2.85504	4.52787	19.6278	16.6245
2.95942	3.19945	3.63197	34.3894	37.0403
2.10423	3.07411	1.08455	7.01556	14.3307
4.17442	3.68541	1.32681	20.4123	14.3307
2.96633	1.89947	4.09208	23.0566	39.2003
1.23377	4.46999	3.22692	17.7963	14.3307
2.67034	4.43761	1.86686	22.1221	14.3307
4.90575	2.59302	1.60287	20.3897	14.3307
2.62658	1.80093	3.28408	15.5346	14.5639
2.17845	3.58646	1.79972	14.0611	14.3307
2.53894	4.92173	1.0992	13.7356	14.3307
2.92727	2.99059	1.15327	10.096	14.3307
3.63446	3.61709	3.16416	41.5965	39.6792
3.07279	3.41248	1.14003	11.9541	14.3307
2.13558	4.39956	1.45171	13.6397	14.3307
1.50284	2.92327	3.51035	15.4217	14.3307
4.08054	4.63765	3.3516	63.4262	68.1271
3.31939	3.4016	3.5783	40.4034	39.8153
1.86602	4.61984	4.35683	37.5589	32.6139
1.29393	3.50078	1.30381	5.90595	14.3307
2.3157	1.1387	3.44238	9.07717	14.3307
3.19579	3.18718	1.12466	11.4553	14.3307
3.15207	2.03719	3.96977	25.4913	39.7604
1.43459	4.69011	1.14487	7.70312	14.3307
2.14476	4.58683	4.37895	43.0785	37.6738
1.87509	4.29367	4.93463	39.7289	39.2486
3.34859	3.00375	2.04162	20.5353	14.3307
3.31397	3.73599	3.26724	40.4514	38.1698
2.11042	2.50014	4.62313	24.3932	36.2294
3.82229	3.01083	2.28285	26.2716	14.3307
1.92409	4.43342	3.10233	26.4638	14.3307
2.73173	4.6879	3.39295	43.4503	32.982
2.60415	1.10751	4.08943	11.7944	32.5168
1.01279	4.0686	2.26519	9.33398	14.3307
1.13878	4.73155	4.01634	21.6408	14.3307
4.54652	1.45883	2.87731	19.084	14.3308
3.0994	2.52695	3.68277	28.8436	38.0347
4.31731	2.66762	4.60801	53.0701	42.3424
2.36594	3.03662	4.58988	32.9758	39.2595
